-- Logs begin at Tue 2022-08-09 12:34:44 UTC, end at Tue 2022-08-09 14:05:56 UTC. --
Aug 09 13:49:50 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 09 13:49:50 ubuntu dstat.sh[491]: [286B blob data]
Aug 09 13:49:50 ubuntu dstat.sh[491]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Aug 09 13:54:52 ubuntu dstat.sh[491]: 09-08 13:54:52| 23   3  74   0   0| 844M 1259M  155M 5500M|7216B 1620B|   0    28k|   0  5.00 | 580   674 |1.07 1.07 0.91|1.0   0   0|   0     0 |oslo-config-gen      16100 25%  12M   0 |oslo-config-gen      16100  12M   0  25%|mysqld       213M|   0     0 |  14   29    0  236    0
Aug 09 13:54:53 ubuntu dstat.sh[491]: 09-08 13:54:53| 22   4  74   0   0| 803M 1300M  155M 5500M|7885B 1620B|   0    60k|   0  6.00 | 656   694 |1.07 1.07 0.91|1.0   0 4.0|   0     0 |oslo-config-gen      161048.5%2770k   0 |generate_config      16086  17M  16k  0%|mysqld       213M|   0     0 |  14   29    0  221    0
Aug 09 13:54:54 ubuntu dstat.sh[491]: 09-08 13:54:54| 23   4  74   0   0| 857M 1245M  155M 5500M|6178B 1458B|   0     0 |   0     0 | 613   606 |1.06 1.06 0.91|1.0   0 2.0|   0     0 |oslo-config-gen      16104 25%  11M   7B|oslo-config-gen      16104  11M   7B 25%|mysqld       213M|   0     0 |  14   29    0  221    0
Aug 09 13:54:55 ubuntu dstat.sh[491]: 09-08 13:54:55| 23   4  73   1   0| 820M 1282M  155M 5500M|7457B 1620B|   0  2248k|   0   128 | 801   658 |1.06 1.06 0.91|1.0   0 2.0|   0     0 |oslo-config-gen      16108 16%6401k   0 |generate_config      16086  17M  12k  0%|mysqld       213M|   0     0 |  14   29    0  207    0
Aug 09 13:54:56 ubuntu dstat.sh[491]: 09-08 13:54:56| 23   3  74   0   0| 795M 1307M  155M 5500M|7403B 1620B|   0    12k|   0  1.00 | 628   687 |1.06 1.06 0.91|1.0   0 4.0|   0     0 |oslo-config-gen      161121.5% 874k   0 |generate_config      16086  17M8593B  0%|mysqld       213M|   0     0 |  14   29    0  207    0
Aug 09 13:54:57 ubuntu dstat.sh[491]: 09-08 13:54:57| 22   4  74   0   0| 841M 1262M  155M 5500M|8228B 1620B|   0     0 |   0     0 | 767   868 |1.06 1.06 0.91|1.0   0 2.0|   0     0 |oslo-config-gen      16112 25%  11M   0 |oslo-config-gen      16112  11M   0  25%|mysqld       213M|   0     0 |  14   29    0  192    0
Aug 09 13:54:58 ubuntu dstat.sh[491]: 09-08 13:54:58| 22   4  74   0   0| 799M 1304M  155M 5500M|7838B 1620B|   0    76k|   0  3.00 | 694   760 |1.06 1.06 0.91|1.0   0 4.0|   0     0 |oslo-config-gen      161182.8%1984k   0 |generate_config      16086  17M  14k  0%|mysqld       213M|   0     0 |  14   29    0  192    0
Aug 09 13:54:59 ubuntu dstat.sh[491]: 09-08 13:54:59| 23   4  74   0   0| 851M 1251M  155M 5500M|7598B 1620B|   0    44k|   0  5.00 | 718   768 |1.06 1.06 0.91|1.0   0   0|   0     0 |oslo-config-gen      16118 25%  11M   0 |oslo-config-gen      16118  11M   0  25%|mysqld       213M|   0     0 |  14   29    0  186    0
Aug 09 13:55:00 ubuntu dstat.sh[491]: 09-08 13:55:00| 22   4  74   0   0| 807M 1296M  155M 5500M|7901B 1620B|   0   288k|   0  14.0 | 698   749 |1.06 1.06 0.91|1.0   0 4.0|   0     0 |oslo-config-gen      16122 11%3452k   0 |generate_config      16086  17M9813B  0%|mysqld       213M|   0     0 |  14   29    0  186    0
Aug 09 13:55:01 ubuntu dstat.sh[491]: 09-08 13:55:01| 22   4  74   0   0| 870M 1232M  155M 5500M|9235B 1566B|   0    40k|   0  6.00 | 638   747 |1.06 1.06 0.91|1.0   0 3.0|   0     0 |python               16122 25%  14M  12k|python               16122  14M  12k 25%|mysqld       213M|   0     0 |  14   29    0  182    0
Aug 09 13:55:02 ubuntu dstat.sh[491]: 09-08 13:55:02| 22   4  74   0   0| 821M 1282M  155M 5500M|  17k 1674B|   0    64k|   0  6.00 | 717   728 |1.06 1.06 0.91|1.0   0 1.0|   0     0 |oslo-config-gen      16126 21%6534k   0 |generate_config      16086  17M  12k  0%|mysqld       213M|   0     0 |  14   29    0  182    0
Aug 09 13:55:03 ubuntu dstat.sh[491]: 09-08 13:55:03| 23   4  74   0   0| 873M 1229M  155M 5500M|8498B 1620B|   0     0 |   0     0 | 760   784 |1.06 1.06 0.91|1.0   0 3.0|   0     0 |python               16126 25%  12M 227B|python               16126  12M 227B 25%|mysqld       213M|   0     0 |  14   29    0  173    0
Aug 09 13:55:04 ubuntu dstat.sh[491]: 09-08 13:55:04| 22   4  74   0   0| 825M 1278M  155M 5500M|7293B 1458B|   0    64k|   0  1.00 | 681   689 |1.05 1.06 0.91|1.0   0 1.0|   0     0 |oslo-config-gen      16130 16%7636k   0 |generate_config      16086  19M  61k  0%|mysqld       213M|   0     0 |  14   29    0  173    0
Aug 09 13:55:05 ubuntu dstat.sh[491]: 09-08 13:55:05| 23   3  74   0   0| 816M 1287M  155M 5500M|8306B 1566B|   0    12k|   0  1.00 | 736   733 |1.05 1.06 0.91|1.0   0 3.0|   0     0 |oslo-config-gen      16133 13%4020k   0 |generate_config      16086  12M9548B  0%|mysqld       213M|   0     0 |  14   29    0  159    0
Aug 09 13:55:06 ubuntu dstat.sh[491]: 09-08 13:55:06| 23   3  74   0   0| 871M 1232M  155M 5500M|6810B 1716B|   0    16k|   0  1.00 | 704   734 |1.05 1.06 0.91|1.0   0 3.0|   0     0 |python               16133 25%  13M  15k|python               16133  13M  15k 25%|mysqld       213M|   0     0 |  14   29    0  159    0
Aug 09 13:55:07 ubuntu dstat.sh[491]: 09-08 13:55:07| 22   5  73   0   0| 834M 1269M  155M 5500M|7424B 1620B|   0     0 |   0     0 | 678   774 |1.05 1.06 0.91|1.0   0 3.0|   0     0 |oslo-config-gen      16137 23%  10M   0 |generate_config      16086  17M  15k  0%|mysqld       213M|   0     0 |  14   29    0  152    0
Aug 09 13:55:08 ubuntu dstat.sh[491]: 09-08 13:55:08| 23   3  74   0   0| 804M 1298M  155M 5500M|7134B 1620B|   0    68k|   0  3.00 | 675   709 |1.05 1.06 0.91|1.0   0 1.0|   0     0 |oslo-config-gen      16140 11%2937k   0 |generate_config      16086  13M  13k  0%|mysqld       213M|   0     0 |  14   29    0  152    0
Aug 09 13:55:09 ubuntu dstat.sh[491]: 09-08 13:55:09| 23   4  74   0   0| 858M 1244M  155M 5500M|7409B 1620B|   0    56k|   0  5.00 | 632   756 |1.05 1.06 0.91|1.0   0 2.0|   0     0 |oslo-config-gen      16140 24%  11M   7B|oslo-config-gen      16140  11M   7B 24%|mysqld       213M|   0     0 |  14   29    0  146    0
Aug 09 13:55:10 ubuntu dstat.sh[491]: 09-08 13:55:10| 14  14  69   3   0| 791M 1312M  155M 5500M|7910B 1620B|   0  1408k|   0  94.0 |2056  2928 |1.05 1.06 0.91|3.0   0 261|   0     0 |bash                 2692 1.8% 201M 528k|bash                 2692  201M 528k1.8%|mysqld       213M|   0     0 |  14   29    0  146    0
Aug 09 13:55:11 ubuntu dstat.sh[491]: 09-08 13:55:11|  9  21  69   1   0| 792M 1311M  155M 5500M|7227B 1620B|   0   484k|   0  15.0 |2752  4455 |1.05 1.06 0.91|1.0   0 432|   0     0 |bash                 2692 3.8%2082k 410k|bash                 2692 2082k 410k3.8%|mysqld       213M|   0     0 |  14   29    0  133    0
Aug 09 13:55:12 ubuntu dstat.sh[491]: 09-08 13:55:12|  9  22  69   0   0| 793M 1310M  155M 5500M|6936B 1620B|   0   440k|   0  10.0 |2820  4433 |1.05 1.06 0.91|1.0   0 443|   0     0 |bash                 2692 3.5%1630k 337k|bash                 2692 1630k 337k3.5%|mysqld       213M|   0     0 |  14   29    0  133    0
Aug 09 13:55:13 ubuntu dstat.sh[491]: 09-08 13:55:13| 10  21  69   0   0| 792M 1311M  155M 5500M|6224B 1620B|   0   704k|   0  11.0 |2683  4229 |1.05 1.06 0.91|1.0   0 433|   0     0 |bash                 2692 3.8%2517k 772k|bash                 2692 2517k 772k3.8%|mysqld       213M|   0     0 |  14   29    0  125    0
Aug 09 13:55:14 ubuntu dstat.sh[491]: 09-08 13:55:14| 10  22  68   0   0| 791M 1311M  155M 5500M|7222B 1620B|   0   768k|   0  12.0 |2748  4439 |0.96 1.04 0.91|1.0   0 460|   0     0 |bash                 2692 4.0%2878k 778k|bash                 2692 2878k 778k4.0%|mysqld       213M|   0     0 |  14   29    0  125    0
Aug 09 13:55:15 ubuntu dstat.sh[491]: 09-08 13:55:15| 11  21  68   0   0| 791M 1311M  155M 5500M|6942B 1512B|   0  1920k|   0   130 |3095  4635 |0.96 1.04 0.91|2.0   0 476|   0     0 |bash                 2692 3.5%2806k 721k|bash                 2692 2806k 721k3.5%|mysqld       213M|   0     0 |  14   29    0  116    0
Aug 09 13:55:16 ubuntu dstat.sh[491]: 09-08 13:55:16| 10  21  69   0   0| 791M 1311M  155M 5500M|  17k 1608B|   0   108k|   0  8.00 |3060  5281 |0.96 1.04 0.91|2.0   0 516|   0     0 |bash                 2692 4.2%1056k 131k|bash                 2692 1056k 131k4.2%|mysqld       213M|   0     0 |  14   29    0  117    0
Aug 09 13:55:17 ubuntu dstat.sh[491]: 09-08 13:55:17| 10  21  68   0   1| 791M 1311M  155M 5500M|7324B 1620B|   0   292k|   0  6.00 |2957  5042 |0.96 1.04 0.91|1.0   0 497|   0     0 |bash                 2692 3.8%1110k 182k|bash                 2692 1110k 182k3.8%|mysqld       213M|   0     0 |  14   29    0  113    0
Aug 09 13:55:18 ubuntu dstat.sh[491]: 09-08 13:55:18| 22   5  74   0   0| 844M 1259M  155M 5500M|6516B 1620B|   0     0 |   0     0 | 891  1101 |0.96 1.04 0.91|1.0   0  32|   0     0 |neutron-db-mana      19692 23%  12M  10k|neutron-db-mana      19692  12M  10k 23%|mysqld       213M|   0     0 |  14   29    0  113    0
Aug 09 13:55:19 ubuntu dstat.sh[491]: 09-08 13:55:19| 20   3  74   4   0| 878M 1222M  155M 5502M|7391B 1620B|   0  2748k|   0  96.0 |1124  1420 |0.97 1.04 0.91|  0 1.0 2.0|   0     0 |python               19692 20%4375k 610k|python               196924375k 610k 20%|mysqld       216M|   0     0 |  14   31    0  100    0
Aug 09 13:55:20 ubuntu dstat.sh[491]: 09-08 13:55:20|  4   2  74  20   0| 880M 1218M  156M 5503M|  10k 1620B|   0  7612k|   0   568 |2592  3595 |0.97 1.04 0.91|  0 1.0   0|   0     0 |mysqld               322182.5%   0    0 |python2              535    32k 471B0.2%|mysqld       217M|   0     0 |  14   31    0  100    0
Aug 09 13:55:21 ubuntu dstat.sh[491]: 09-08 13:55:21|  5   2  74  19   0| 881M 1215M  156M 5505M|6694B 1620B|   0  6944k|   0   498 |2501  3375 |0.97 1.04 0.91|2.0   0   0|   0     0 |mysqld               322182.0%   0    0 |python2              535    32k 464B  0%|mysqld       219M|   0     0 |  14   31    0   92    0
Aug 09 13:55:22 ubuntu dstat.sh[491]: 09-08 13:55:22|  4   2  74  20   0| 883M 1212M  156M 5506M|7123B 1620B|   0  6816k|   0   493 |2580  3404 |0.97 1.04 0.91|1.0   0   0|   0     0 |mysqld               322182.5%   0    0 |python2              535    31k 459B0.2%|mysqld       220M|   0     0 |  14   31    0   92    0
Aug 09 13:55:23 ubuntu dstat.sh[491]: 09-08 13:55:23|  7   3  73  17   0| 884M 1208M  156M 5507M|8310B 1620B|   0  6328k|   0   429 |2462  3101 |0.97 1.04 0.91|  0 1.0   0|   0     0 |python               196925.0%   0    0 |python2              535    31k 469B0.2%|mysqld       222M|   0     0 |  14   31    0   92    0
Aug 09 13:55:24 ubuntu dstat.sh[491]: 09-08 13:55:24|  4   2  74  21   0| 886M 1205M  157M 5509M|5658B 1566B|   0  6920k|   0   489 |2344  3280 |1.05 1.06 0.91|  0 1.0   0|   0     0 |mysqld               322181.8%   0    0 |python2              535    30k   0   0%|mysqld       223M|   0     0 |  14   31    0   87    0
Aug 09 13:55:25 ubuntu dstat.sh[491]: 09-08 13:55:25|  3   2  75  20   0| 888M 1202M  157M 5510M|7442B 1674B|   0  6192k|   0   442 |2294  3139 |1.05 1.06 0.91|  0 1.0   0|   0     0 |mysqld               322182.0%   0    0 |python2              535    30k 928B0.2%|mysqld       224M|   0     0 |  14   31    0   87    0
Aug 09 13:55:26 ubuntu dstat.sh[491]: 09-08 13:55:26|  4   3  74  20   0| 889M 1198M  157M 5511M|6640B 1566B|   0  7568k|   0   570 |2396  3551 |1.05 1.06 0.91|  0 1.0   0|   0     0 |mysqld               322182.5%   0    0 |python2              535    29k 459B  0%|mysqld       226M|   0     0 |  14   31    0   82    0
Aug 09 13:55:27 ubuntu dstat.sh[491]: 09-08 13:55:27|  5   2  74  19   0| 891M 1195M  157M 5513M|8766B 1512B|   0  6980k|   0   506 |2019  3596 |1.05 1.06 0.91|  0 1.0 3.0|   0     0 |mysqld               322182.2%   0    0 |python2              535    29k 475B  0%|mysqld       228M|   0     0 |  14   31    0   82    0
Aug 09 13:55:28 ubuntu dstat.sh[491]: 09-08 13:55:28|  5   2  74  19   0| 893M 1192M  158M 5514M|6892B 1620B|   0  7284k|   0   559 |2321  4026 |1.05 1.06 0.91|  0 1.0   0|   0     0 |mysqld               322183.0%   0    0 |python2              535    27k 465B0.2%|mysqld       230M|   0     0 |  14   31    0   68    0
Aug 09 13:55:29 ubuntu dstat.sh[491]: 09-08 13:55:29|  5   3  73  18   0| 894M 1190M  158M 5514M|7714B 1620B|   0  8996k|   0   693 |2664  5722 |1.13 1.07 0.92|  0 1.0   0|   0     0 |mysqld               322184.2%   0    0 |python2              535    27k 463B  0%|mysqld       231M|   0     0 |  14   31    0   68    0
Aug 09 13:55:30 ubuntu dstat.sh[491]: 09-08 13:55:30|  6   3  73  18   0| 896M 1187M  158M 5515M|6871B 1798B|   0  8268k|   0   650 |2538  4957 |1.13 1.07 0.92|  0 1.0   0|   0     0 |mysqld               322184.0%   0    0 |python2              535    25k 459B0.2%|mysqld       233M|   0     0 |  14   31    0   56    0
Aug 09 13:55:31 ubuntu dstat.sh[491]: 09-08 13:55:31|  5   4  74  17   0| 898M 1185M  158M 5514M|7925B 1620B|   0  9436k|   0   850 |2758  5237 |1.13 1.07 0.92|  0 1.0   0|   0     0 |mysqld               322184.8%   0    0 |python2              535    25k 463B  0%|mysqld       234M|   0     0 |  14   31    0   56    0
Aug 09 13:55:32 ubuntu dstat.sh[491]: 09-08 13:55:32|  6   3  73  18   0| 899M 1184M  159M 5514M|7167B 1620B|   0  9616k|   0   888 |3487  5499 |1.13 1.07 0.92|  0 1.0   0|   0     0 |mysqld               322184.2%   0    0 |python2              535    24k   0   0%|mysqld       236M|   0     0 |  14   31    0   50    0
Aug 09 13:55:33 ubuntu dstat.sh[491]: 09-08 13:55:33|  5   3  74  17   0| 900M 1183M  159M 5514M|7550B 1512B|   0  7048k|   0   672 |3101  4867 |1.13 1.07 0.92|1.0   0   0|   0     0 |mysqld               322184.2%   0    0 |python2              535    24k 928B0.2%|mysqld       236M|   0     0 |  14   31    0   50    0
Aug 09 13:55:34 ubuntu dstat.sh[491]: 09-08 13:55:34|  5   3  73  19   0| 901M 1182M  159M 5514M|5581B 1620B|   0  7432k|   0   622 |2677  4349 |1.12 1.07 0.92|1.0   0   0|   0     0 |mysqld               322183.5%   0    0 |python2              535    24k 463B  0%|mysqld       238M|   0     0 |  14   31    0   46    0
Aug 09 13:55:35 ubuntu dstat.sh[491]: 09-08 13:55:35|  5   3  73  19   0| 902M 1180M  159M 5515M|  10k 1620B|   0  7344k|   0   606 |2633  4193 |1.12 1.07 0.92|1.0   0   0|   0     0 |mysqld               322182.8%   0    0 |python2              535    24k 466B0.2%|mysqld       239M|   0     0 |  14   31    0   46    0
Aug 09 13:55:36 ubuntu dstat.sh[491]: 09-08 13:55:36|  5   3  73  19   0| 905M 1176M  159M 5515M|9828B 1566B|   0  8336k|   0   665 |3108  4507 |1.12 1.07 0.92|  0 1.0   0|   0     0 |mysqld               322183.8%   0    0 |python2              535    23k 465B  0%|mysqld       241M|   0     0 |  14   31    0   41    0
Aug 09 13:55:37 ubuntu dstat.sh[491]: 09-08 13:55:37| 13   2  73  12   0| 903M 1178M  160M 5515M|9235B 1458B|   0  6316k|   0   522 |2585  3788 |1.12 1.07 0.92|1.0   0 2.0|   0     0 |python               196929.5%   0  588B|python2              535    23k 470B0.2%|mysqld       243M|   0     0 |  14   29    0   43    0
Aug 09 13:55:38 ubuntu dstat.sh[491]: 09-08 13:55:38| 16  11  72   0   0| 821M 1259M  160M 5515M|8993B 1620B|   0   396k|   0  9.00 |1610  2586 |1.12 1.07 0.92|3.0   0 193|   0     0 |bash                 2692 1.8%  21M 677k|bash                 2692   21M 677k1.8%|mysqld       243M|   0     0 |  14   29    0   31    0
Aug 09 13:55:39 ubuntu dstat.sh[491]: 09-08 13:55:39| 15  11  71   3   0| 847M 1216M  161M 5529M|  16k 1620B|4504k   19M| 130  45.0 |1791  2848 |1.19 1.09 0.93|1.0   0 125|   0     0 |swift-ring-buil      20014 13%4742k 208k|bash                 2692  618k  10M1.0%|mysqld       243M|   0     0 |  14   29    0   31    0
Aug 09 13:55:40 ubuntu dstat.sh[491]: 09-08 13:55:40| 21   5  73   1   0| 835M 1227M  161M 5530M|8522B 1674B|   0  6940k|   0   142 |1139  1670 |1.19 1.09 0.93|1.0   0  15|   0     0 |swift-ring-buil      200307.8%2153k   7B|bash                 2692 9442k 248k  0%|mysqld       243M|   0     0 |  14   29    0   21    0
Aug 09 13:55:41 ubuntu dstat.sh[491]: 09-08 13:55:41| 22   4  68   5   0| 833M 1227M  161M 5531M|7889B 1512B|   0  4868k|   0   155 |1202  1628 |1.19 1.09 0.93|1.0 1.0  22|   0     0 |swift-ring-buil      200543.0%1914k   0 |bash                 2692 9401k  80k0.5%|mysqld       243M|   0     0 |  14   29    0   21    0
Aug 09 13:55:42 ubuntu dstat.sh[491]: 09-08 13:55:42| 22   5  65   8   0| 825M 1233M  161M 5534M|7025B 1620B|   0    10M|   0   309 |1695  2582 |1.19 1.09 0.93|1.0   0  16|   0     0 |mysqld               322180.8%   0    0 |bash                 2692 9391k  78k0.2%|mysqld       243M|   0     0 |  14   29    0   12    0
Aug 09 13:55:43 ubuntu dstat.sh[491]: 09-08 13:55:43| 21   5  71   4   0| 841M 1215M  161M 5536M|7333B 1620B|   0  7292k|   0   164 |1143  1820 |1.19 1.09 0.93|1.0   0  10|   0     0 |swift-ring-buil      20078 10%3892k   7B|bash                 2692 4696k  43k  0%|mysqld       243M|   0     0 |  14   29    0   12    0
Aug 09 13:55:44 ubuntu dstat.sh[491]: 09-08 13:55:44| 18   9  71   2   0| 823M 1231M  161M 5537M|7372B 1620B|   0  7608k|   0   195 |1753  2925 |1.17 1.09 0.93|1.0   0 125|   0     0 |bash                 2692 1.0%9601k  95k|bash                 2692 9601k  95k1.0%|mysqld       243M|   0     0 |  14   29    0   12    0
Aug 09 13:55:45 ubuntu dstat.sh[491]: 09-08 13:55:45| 22   5  73   0   0| 870M 1184M  161M 5538M|8925B 1620B|   0  2800k|   0  71.0 |1027  1362 |1.17 1.09 0.93|1.0   0  32|   0     0 |cinder-manage        20237 23%9888k  92k|cinder-manage        202379888k  92k 23%|mysqld       243M|   0     0 |  14   29    0   12    0
Aug 09 13:55:46 ubuntu dstat.sh[491]: 09-08 13:55:46| 22   3  73   2   0| 903M 1148M  161M 5540M|  10k 1620B| 384k  932k|4.00  35.0 | 994  1144 |1.17 1.09 0.93|1.0   0 3.0|   0     0 |cinder-manage        20237 23%8015k 833k|cinder-manage        202378015k 833k 23%|mysqld       243M|   0     0 |  14   31    0   12    0
Aug 09 13:55:47 ubuntu dstat.sh[491]: 09-08 13:55:47|  6   3  72  19   0| 905M 1145M  161M 5541M|7288B 1620B|   0  7352k|   0   638 |2883  4115 |1.17 1.09 0.93|  0 1.0 2.0|   0     0 |mysqld               322183.0%   0    0 |python2              535    18k 475B  0%|mysqld       244M|   0     0 |  14   31    0   12    0
Aug 09 13:55:48 ubuntu dstat.sh[491]: 09-08 13:55:48|  4   2  74  20   0| 907M 1142M  161M 5542M|9648B 1566B|   0  7012k|   0   645 |3133  4244 |1.17 1.09 0.93|1.0   0   0|   0     0 |mysqld               322182.5%   0    0 |python2              535    18k 463B  0%|mysqld       246M|   0     0 |  14   31    0   10    0
Aug 09 13:55:49 ubuntu dstat.sh[491]: 09-08 13:55:49|  5   3  74  18   0| 908M 1140M  161M 5543M|8392B 1620B|   0  6080k|   0   506 |2644  3914 |1.24 1.10 0.93|1.0 1.0   0|   0     0 |mysqld               322183.5%   0    0 |python2              535    18k 463B0.2%|mysqld       247M|   0     0 |  14   31    0   10    0
Aug 09 13:55:50 ubuntu dstat.sh[491]: 09-08 13:55:50| 13   9  73   5   0| 827M 1220M  162M 5543M|  17k 1620B|   0  2980k|   0   223 |2567  3964 |1.24 1.10 0.93|1.0   0 158|   0     0 |bash                 2692 1.8%  18M 944k|bash                 2692   18M 944k1.8%|mysqld       247M|   0     0 |  14   29    0   10    0
Aug 09 13:55:51 ubuntu dstat.sh[491]: 09-08 13:55:51|  8  16  72   3   0| 828M 1219M  162M 5543M|9678B 1620B|3586k 8276k| 204   255 |3380  5373 |1.24 1.10 0.93|1.0   0 291|   0     0 |bash                 2692 3.0%2254k  60k|bash                 2692 2254k  60k3.0%|mysqld       247M|   0     0 |  14   29    0   10    0
Aug 09 13:55:52 ubuntu dstat.sh[491]: 09-08 13:55:52|  9  14  75   2   0| 840M 1206M  162M 5544M|6823B 1512B|3446k 7232k| 208   148 |2655  4595 |1.24 1.10 0.93|1.0   0 196|   0     0 |placement-manag      208876.5%2495k5756B|placement-manag      208872495k5756B6.5%|mysqld       247M|   0     0 |  14   29    0   12    0
Aug 09 13:55:53 ubuntu dstat.sh[491]: 09-08 13:55:53| 23   3  74   1   0| 884M 1161M  162M 5545M|7231B 1620B|   0  3432k|   0  89.0 | 959  1345 |1.24 1.10 0.93|  0 1.0   0|   0     0 |placement-manag      20887 24%  10M 162k|placement-manag      20887  10M 162k 24%|mysqld       249M|   0     0 |  14   31    0   12    0
Aug 09 13:55:54 ubuntu dstat.sh[491]: 09-08 13:55:54|  8   2  74  16   0| 831M 1213M  162M 5546M|9050B 1620B|   0  6200k|   0   540 |2092  3591 |1.30 1.12 0.94|1.0   0 5.0|   0     0 |mysqld               322182.2%   0    0 |bash                 2692   13M 168k  0%|mysqld       251M|   0     0 |  14   29    0   13    0
Aug 09 13:55:55 ubuntu dstat.sh[491]: 09-08 13:55:55| 21   5  74   0   0| 872M 1171M  162M 5546M|8944B 1620B|   0   732k|   0  21.0 |1009  1263 |1.30 1.12 0.94|1.0   0  63|   0     0 |openstack            20955 22%9470k   0 |openstack            209559470k   0  22%|mysqld       251M|   0     0 |  14   29    0   13    0
