-- Logs begin at Wed 2022-11-02 12:53:20 UTC, end at Wed 2022-11-02 15:11:44 UTC. --
Nov 02 14:28:16 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Nov 02 14:28:16 ubuntu dstat.sh[71630]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Nov 02 14:28:16 ubuntu dstat.sh[71630]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Nov 02 14:42:37 ubuntu dstat.sh[71630]: 02-11 14:42:37|  3   1  95   0   0|5100M  188M  179M 2386M|  29k 4119 |   0   268k|   0  57.0 |1808  2765 |0.72 1.38 1.36|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:38 ubuntu dstat.sh[71630]: 02-11 14:42:38|  4   2  94   0   0|5100M  188M  179M 2386M|  53k   18k|   0   472k|   0  38.0 |2027  3298 |0.72 1.38 1.36|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:39 ubuntu dstat.sh[71630]: 02-11 14:42:39|  3   1  94   1   0|5099M  188M  179M 2386M|  45k 6828 |   0   124k|   0  18.0 |1881  3158 |0.72 1.38 1.36|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:40 ubuntu dstat.sh[71630]: 02-11 14:42:40|  3   1  95   0   0|5100M  188M  179M 2386M|  43k 5489 |   0     0 |   0     0 |1667  2661 |0.74 1.38 1.35|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:41 ubuntu dstat.sh[71630]: 02-11 14:42:41|  4   2  94   0   0|5099M  188M  179M 2386M|  43k 4682 |   0  4100B|   0  1.00 |1598  2630 |0.74 1.38 1.35|2.0   0 2.0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:42:42 ubuntu dstat.sh[71630]: 02-11 14:42:42|  5   2  92   2   0|5100M  188M  179M 2386M|  35k   14k|   0  1965k|   0   293 |2328  3404 |0.74 1.38 1.35|  0 2.0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:43 ubuntu dstat.sh[71630]: 02-11 14:42:43|  3   1  92   2   0|5099M  188M  179M 2386M|  23k 2767 |   0   598k|   0  65.8 |2018  3252 |0.74 1.38 1.35|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:44 ubuntu dstat.sh[71630]: 02-11 14:42:44|  4   2  94   0   0|5099M  188M  179M 2386M|  45k   15k|   0   160k|   0  25.0 |1908  3156 |0.74 1.38 1.35|2.0 1.0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:45 ubuntu dstat.sh[71630]: 02-11 14:42:45|  3   2  93   1   1|5099M  188M  179M 2386M|  35k   12k|   0   248k|   0  32.0 |2015  3316 |0.68 1.35 1.35|1.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:42:46 ubuntu dstat.sh[71630]: 02-11 14:42:46|  3   1  95   0   0|5099M  188M  179M 2386M|  41k 2685 |   0   112k|   0  8.01 |1815  2603 |0.68 1.35 1.35|4.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:47 ubuntu dstat.sh[71630]: 02-11 14:42:47|  4   1  94   0   0|5099M  188M  179M 2386M|  45k 9361 |   0     0 |   0     0 |1698  2683 |0.68 1.35 1.35|3.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:48 ubuntu dstat.sh[71630]: 02-11 14:42:48|  5   2  91   0   0|5099M  188M  179M 2386M|  47k   12k|   0   583k|   0  47.0 |2082  3297 |0.68 1.35 1.35|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:49 ubuntu dstat.sh[71630]: 02-11 14:42:49|  5   2  94   0   0|5099M  188M  179M 2386M|  52k 8729 |   0   112k|   0  16.0 |1895  3097 |0.68 1.35 1.35|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:50 ubuntu dstat.sh[71630]: 02-11 14:42:50|  3   1  95   0   0|5099M  188M  179M 2386M|  41k 3248 |   0   172k|   0  11.0 |1726  2754 |0.63 1.33 1.34|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:51 ubuntu dstat.sh[71630]: 02-11 14:42:51|  3   1  94   0   0|5099M  188M  179M 2386M|  49k 2412 |   0    36k|   0  4.00 |1731  2786 |0.63 1.33 1.34|1.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:52 ubuntu dstat.sh[71630]: 02-11 14:42:52|  5   1  93   0   0|5099M  188M  179M 2386M|  48k   15k|   0   188k|   0  29.0 |1920  3164 |0.63 1.33 1.34|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:53 ubuntu dstat.sh[71630]: 02-11 14:42:53|  4   1  95   0   1|5099M  188M  179M 2386M|  36k 2507 |   0   301k|   0  23.1 |1820  2941 |0.63 1.33 1.34|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:54 ubuntu dstat.sh[71630]: 02-11 14:42:54|  4   1  94   0   0|5099M  188M  179M 2386M|  50k   15k|   0   176k|   0  22.0 |1973  3150 |0.63 1.33 1.34|2.0 1.0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:55 ubuntu dstat.sh[71630]: 02-11 14:42:55|  4   2  92   1   0|5099M  188M  179M 2386M|  33k   12k|   0   228k|   0  30.0 |2145  3501 |0.58 1.31 1.33|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:56 ubuntu dstat.sh[71630]: 02-11 14:42:56|  4   1  94   1   0|5099M  188M  179M 2386M|  27k 4424 |   0   192k|   0  22.0 |2064  3173 |0.58 1.31 1.33|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:57 ubuntu dstat.sh[71630]: 02-11 14:42:57|  3   1  95   0   0|5099M  188M  179M 2386M|  34k 2373 |   0   108k|   0  8.00 |1609  2641 |0.58 1.31 1.33|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:58 ubuntu dstat.sh[71630]: 02-11 14:42:58|  5   2  93   1   0|5099M  188M  179M 2386M|  45k   13k|   0   116k|   0  15.0 |2001  3168 |0.58 1.31 1.33|3.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:42:59 ubuntu dstat.sh[71630]: 02-11 14:42:59|  6   2  89   0   0|5098M  189M  179M 2386M|  68k 6623 |   0   116k|   0  13.0 |1887  3043 |0.58 1.31 1.33|3.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:00 ubuntu dstat.sh[71630]: 02-11 14:43:00|  3   1  94   1   0|5098M  189M  179M 2386M|  62k 2280 |   0   556k|   0  34.0 |1797  2879 |0.53 1.29 1.32|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:01 ubuntu dstat.sh[71630]: 02-11 14:43:01|  4   2  95   0   0|5098M  189M  179M 2386M| 121k 2460 |   0    32k|   0  4.00 |1815  2834 |0.53 1.29 1.32|1.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:02 ubuntu dstat.sh[71630]: 02-11 14:43:02|  4   1  93   1   0|5098M  189M  179M 2386M|  78k   14k|   0   184k|   0  28.0 |1964  3112 |0.53 1.29 1.32|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:03 ubuntu dstat.sh[71630]: 02-11 14:43:03|  3   1  94   0   0|5098M  189M  179M 2386M|  57k 3662 |   0   296k|   0  19.0 |2019  3037 |0.53 1.29 1.32|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:04 ubuntu dstat.sh[71630]: 02-11 14:43:04| 11   4  84   1   1|5112M  175M  179M 2386M|  41k   18k|   0   441k|   0  27.1 |2081  3226 |0.53 1.29 1.32|7.0 1.0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:05 ubuntu dstat.sh[71630]: 02-11 14:43:05| 23   5  72   0   0|5116M  170M  179M 2386M|  43k 8705 | 255k  411k|2.00  26.9 |2351  3636 |0.57 1.28 1.32|3.0   0 5.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:06 ubuntu dstat.sh[71630]: 02-11 14:43:06| 22   6  72   0   0|5122M  164M  179M 2386M|  24k 4628 | 257k  405k|2.00  20.0 |2178  2948 |0.57 1.28 1.32|2.0   0 4.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:07 ubuntu dstat.sh[71630]: 02-11 14:43:07| 24   4  72   0   0|5116M  171M  179M 2386M|  29k 3909 | 255k    0 |1.99     0 |2023  3002 |0.57 1.28 1.32|3.0   0 4.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:08 ubuntu dstat.sh[71630]: 02-11 14:43:08| 14   4  82   1   0|5098M  189M  179M 2386M|  44k   21k| 256k  749k|2.00  37.0 |2060  3280 |0.57 1.28 1.32|1.0   0 1.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:09 ubuntu dstat.sh[71630]: 02-11 14:43:09|  5   1  92   1   0|5098M  189M  179M 2386M|  49k   25k|   0   156k|   0  22.0 |1945  3188 |0.57 1.28 1.32|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:10 ubuntu dstat.sh[71630]: 02-11 14:43:10|  3   2  94   0   0|5098M  189M  179M 2386M|  39k 5911 |   0   176k|   0  11.0 |1811  2814 |0.52 1.26 1.31|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:11 ubuntu dstat.sh[71630]: 02-11 14:43:11|  5   2  93   0   1|5098M  189M  179M 2386M|  20k 3743 |   0    68k|   0  5.01 |1811  2756 |0.52 1.26 1.31|2.0   0 2.0|   0     0 |   0     0 | 25  316    0    6    0
Nov 02 14:43:12 ubuntu dstat.sh[71630]: 02-11 14:43:12| 10   3  87   0   0|5098M  189M  179M 2386M| 150k  112k|   0   248k|   0  26.0 |3117  5739 |0.52 1.26 1.31|1.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:43:13 ubuntu dstat.sh[71630]: 02-11 14:43:13|  3   2  93   1   0|5098M  189M  179M 2386M|  36k 2410 |   0  2363k|   0   373 |2380  3223 |0.52 1.26 1.31|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:14 ubuntu dstat.sh[71630]: 02-11 14:43:14|  3   1  93   1   0|5098M  189M  179M 2386M|  54k   14k|   0    92k|   0  12.0 |1905  3100 |0.52 1.26 1.31|2.0 1.0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:15 ubuntu dstat.sh[71630]: 02-11 14:43:15|  7   2  93   0   0|5098M  189M  179M 2386M|  47k   17k|   0   237k|   0  31.1 |2207  3678 |0.56 1.26 1.31|2.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:43:16 ubuntu dstat.sh[71630]: 02-11 14:43:16|  3   1  95   0   0|5098M  189M  179M 2386M|  41k 2662 |   0   112k|   0  8.00 |1884  2717 |0.56 1.26 1.31|1.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:43:17 ubuntu dstat.sh[71630]: 02-11 14:43:17|  9   5  85   0   0|5123M  163M  179M 2386M|  26k 3276 |   0     0 |   0     0 |2763  5937 |0.56 1.26 1.31|3.0   0  34|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:43:18 ubuntu dstat.sh[71630]: 02-11 14:43:18|  3   1  93   1   1|5097M  189M  179M 2386M|  31k   11k|   0   562k|   0  37.9 |2058  3222 |0.56 1.26 1.31|2.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:43:19 ubuntu dstat.sh[71630]: 02-11 14:43:19|  4   2  93   1   0|5097M  189M  179M 2386M|  40k 8668 |   0   124k|   0  16.0 |2053  3246 |0.56 1.26 1.31|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:20 ubuntu dstat.sh[71630]: 02-11 14:43:20|  2   2  95   0   0|5097M  189M  179M 2386M|  30k 2149 |   0   172k|   0  11.0 |1804  2837 |0.52 1.24 1.31|4.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:21 ubuntu dstat.sh[71630]: 02-11 14:43:21|  4   1  95   0   0|5097M  189M  179M 2386M|  28k 2081 |   0    36k|   0  4.00 |1815  2848 |0.52 1.24 1.31|2.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:22 ubuntu dstat.sh[71630]: 02-11 14:43:22|  6   2  92   1   0|5097M  189M  179M 2386M|  46k   21k|   0   345k|   0  50.1 |2269  3538 |0.52 1.24 1.31|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:23 ubuntu dstat.sh[71630]: 02-11 14:43:23|  3   1  95   0   0|5097M  189M  179M 2386M|  29k 2299 |   0   367k|   0  28.0 |2026  3209 |0.52 1.24 1.31|1.0   0 1.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:24 ubuntu dstat.sh[71630]: 02-11 14:43:24|  5   1  92   2   0|5097M  189M  179M 2386M|  61k   13k|   0   184k|   0  21.0 |2003  3225 |0.52 1.24 1.31|3.0 1.0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:25 ubuntu dstat.sh[71630]: 02-11 14:43:25|  5   1  92   1   0|5097M  189M  179M 2386M|  52k   14k|   0   308k|   0  44.0 |2251  3722 |0.47 1.21 1.30|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:26 ubuntu dstat.sh[71630]: 02-11 14:43:26|  2   1  94   1   0|5097M  189M  179M 2386M|  55k 3815 |   0   195k|   0  23.9 |2228  3168 |0.47 1.21 1.30|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:27 ubuntu dstat.sh[71630]: 02-11 14:43:27|  3   2  95   0   0|5097M  189M  179M 2386M|  41k 2556 |   0   108k|   0  8.02 |1762  2641 |0.47 1.21 1.30|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:28 ubuntu dstat.sh[71630]: 02-11 14:43:28|  5   1  94   1   0|5097M  189M  179M 2386M|  38k   12k|   0   124k|   0  17.0 |2059  3140 |0.47 1.21 1.30|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:29 ubuntu dstat.sh[71630]: 02-11 14:43:29|  8   4  88   0   0|5107M  180M  179M 2386M|  25k 6309 |   0   140k|   0  15.0 |2168  3313 |0.47 1.21 1.30|1.0   0 4.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:30 ubuntu dstat.sh[71630]: 02-11 14:43:30|  4   2  92   0   0|5106M  180M  179M 2386M|  34k 2221 |   0   559k|   0  33.9 |2218  3374 |0.44 1.19 1.29|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:31 ubuntu dstat.sh[71630]: 02-11 14:43:31|  8   3  90   0   0|5100M  187M  179M 2386M|  29k 2018 |   0    72k|   0  5.00 |1822  2799 |0.44 1.19 1.29|1.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:32 ubuntu dstat.sh[71630]: 02-11 14:43:32|  4   2  93   1   0|5100M  187M  179M 2386M|  39k   13k|   0   160k|   0  24.0 |1981  3149 |0.44 1.19 1.29|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:33 ubuntu dstat.sh[71630]: 02-11 14:43:33|  3   1  95   0   0|5100M  187M  179M 2386M|  24k 2337 |   0   279k|   0  16.9 |1805  2939 |0.44 1.19 1.29|3.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:34 ubuntu dstat.sh[71630]: 02-11 14:43:34|  4   1  94   0   0|5100M  187M  179M 2386M|  47k   16k|   0   100k|   0  14.0 |1929  3116 |0.44 1.19 1.29|4.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:35 ubuntu dstat.sh[71630]: 02-11 14:43:35|  4   2  94   1   0|5100M  187M  179M 2386M|  39k 8739 |   0   208k|   0  29.0 |2126  3420 |0.40 1.17 1.28|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:36 ubuntu dstat.sh[71630]: 02-11 14:43:36|  3   2  94   0   0|5100M  187M  179M 2386M|  32k 3496 |   0   156k|   0  14.0 |1873  2703 |0.40 1.17 1.28|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:37 ubuntu dstat.sh[71630]: 02-11 14:43:37|  3   1  95   0   0|5100M  187M  179M 2386M|  32k 3685 |   0     0 |   0     0 |1763  2731 |0.40 1.17 1.28|3.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:38 ubuntu dstat.sh[71630]: 02-11 14:43:38|  4   2  92   1   0|5100M  187M  179M 2386M|  37k   12k|   0   488k|   0  38.0 |2086  3246 |0.40 1.17 1.28|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:39 ubuntu dstat.sh[71630]: 02-11 14:43:39|  3   2  93   1   0|5100M  187M  179M 2386M|  34k 7366 |   0   456k|   0  83.1 |1965  3076 |0.40 1.17 1.28|4.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:40 ubuntu dstat.sh[71630]: 02-11 14:43:40|  4   1  95   0   0|5100M  187M  179M 2386M|  36k 6034 |   0   176k|   0  11.0 |1684  2624 |0.37 1.15 1.28|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:41 ubuntu dstat.sh[71630]: 02-11 14:43:41|  4   2  94   0   0|5100M  187M  179M 2386M|  40k 4161 |   0    68k|   0  5.00 |1839  2718 |0.37 1.15 1.28|1.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:42 ubuntu dstat.sh[71630]: 02-11 14:43:42|  4   1  93   0   0|5100M  187M  179M 2386M|  40k   13k|   0   176k|   0  22.0 |1941  3079 |0.37 1.15 1.28|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:43 ubuntu dstat.sh[71630]: 02-11 14:43:43|  2   1  95   0   0|5100M  187M  179M 2386M|  35k 2800 |   0   303k|   0  21.0 |1872  2963 |0.37 1.15 1.28|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:44 ubuntu dstat.sh[71630]: 02-11 14:43:44|  5   2  93   1   0|5100M  187M  179M 2386M|  49k   12k|   0  1678k|   0   282 |2127  3031 |0.37 1.15 1.28|4.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:45 ubuntu dstat.sh[71630]: 02-11 14:43:45|  4   2  93   1   0|5100M  187M  179M 2386M|  38k   14k|   0   316k|   0  39.0 |2186  3504 |0.34 1.13 1.27|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:46 ubuntu dstat.sh[71630]: 02-11 14:43:46|  4   1  95   0   0|5100M  187M  179M 2386M|  46k 5277 |   0   112k|   0  8.01 |1834  2615 |0.34 1.13 1.27|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:47 ubuntu dstat.sh[71630]: 02-11 14:43:47|  3   1  94   0   0|5100M  187M  179M 2386M|  50k 9316 |   0     0 |   0     0 |1762  2779 |0.34 1.13 1.27|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:48 ubuntu dstat.sh[71630]: 02-11 14:43:48|  5   2  93   0   0|5100M  186M  179M 2386M|  50k   11k|   0   172k|   0  21.0 |2073  3183 |0.34 1.13 1.27|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:49 ubuntu dstat.sh[71630]: 02-11 14:43:49|  3   1  94   0   0|5100M  186M  179M 2386M|  51k 8893 |   0   116k|   0  13.0 |1912  3100 |0.34 1.13 1.27|6.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:50 ubuntu dstat.sh[71630]: 02-11 14:43:50|  3   1  94   0   0|5100M  186M  179M 2386M|  67k 3492 |   0   448k|   0  29.0 |1760  2716 |0.31 1.12 1.26|5.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:51 ubuntu dstat.sh[71630]: 02-11 14:43:51|  4   1  95   0   0|5100M  186M  179M 2386M|  48k 2357 |   0    36k|   0  4.00 |1704  2767 |0.31 1.12 1.26|1.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:52 ubuntu dstat.sh[71630]: 02-11 14:43:52|  5   1  93   1   0|5100M  186M  180M 2386M|  79k   23k|   0   185k|   0  29.1 |2066  3321 |0.31 1.12 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:53 ubuntu dstat.sh[71630]: 02-11 14:43:53|  4   1  94   0   0|5100M  186M  180M 2386M|  43k 2783 |   0   299k|   0  22.0 |1773  2987 |0.31 1.12 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:54 ubuntu dstat.sh[71630]: 02-11 14:43:54|  3   1  94   1   0|5101M  186M  180M 2386M|  62k   11k|   0   180k|   0  21.0 |1930  3198 |0.31 1.12 1.26|3.0 1.0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:55 ubuntu dstat.sh[71630]: 02-11 14:43:55|  4   2  93   0   0|5101M  186M  180M 2386M|  56k   14k|   0   268k|   0  29.9 |2144  3603 |0.29 1.10 1.26|2.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:56 ubuntu dstat.sh[71630]: 02-11 14:43:56|  3   2  94   0   1|5101M  186M  180M 2386M|  39k 3716 |   0   180k|   0  20.0 |2116  3158 |0.29 1.10 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:57 ubuntu dstat.sh[71630]: 02-11 14:43:57|  3   1  94   0   0|5101M  186M  180M 2386M|  27k 2497 |   0   108k|   0  7.99 |1722  2843 |0.29 1.10 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:58 ubuntu dstat.sh[71630]: 02-11 14:43:58|  6   1  93   0   0|5101M  186M  180M 2386M|  55k   13k|   0    84k|   0  13.0 |1975  3172 |0.29 1.10 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:43:59 ubuntu dstat.sh[71630]: 02-11 14:43:59|  7   3  89   1   1|5099M  187M  180M 2386M|  36k 6368 |   0   104k|   0  14.0 |1853  3031 |0.29 1.10 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:00 ubuntu dstat.sh[71630]: 02-11 14:44:00|  4   1  95   0   0|5099M  187M  180M 2386M|  36k 2411 |   0   564k|   0  35.0 |1725  2780 |0.26 1.08 1.25|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:01 ubuntu dstat.sh[71630]: 02-11 14:44:01|  3   2  95   0   0|5099M  187M  180M 2386M|  33k 2281 |   0    36k|   0  4.00 |1730  2734 |0.26 1.08 1.25|4.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:02 ubuntu dstat.sh[71630]: 02-11 14:44:02|  4   1  93   1   0|5099M  187M  180M 2386M|  58k   16k|   0   232k|   0  33.0 |1961  3209 |0.26 1.08 1.25|1.0 2.0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:03 ubuntu dstat.sh[71630]: 02-11 14:44:03|  4   1  94   0   0|5099M  187M  180M 2386M|  28k 3349 |   0   316k|   0  25.0 |1801  2950 |0.26 1.08 1.25|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:04 ubuntu dstat.sh[71630]: 02-11 14:44:04| 11   4  83   1   0|5116M  170M  180M 2386M|  52k   14k|   0   425k|   0  25.1 |2105  3468 |0.26 1.08 1.25|2.0   0 3.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:05 ubuntu dstat.sh[71630]: 02-11 14:44:05| 24   5  71   0   0|5114M  172M  180M 2386M|  40k   12k| 256k  256k|2.00  28.0 |2339  3505 |0.32 1.08 1.25|5.0   0 3.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:06 ubuntu dstat.sh[71630]: 02-11 14:44:06| 23   4  71   1   0|5113M  173M  180M 2386M|  49k 3815 | 256k  364k|2.00  14.0 |2157  2868 |0.32 1.08 1.25|3.0   0 4.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:07 ubuntu dstat.sh[71630]: 02-11 14:44:07| 24   4  73   0   0|5116M  170M  180M 2386M|  45k 3940 | 256k    0 |2.00     0 |1874  2822 |0.32 1.08 1.25|2.0   0 4.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:08 ubuntu dstat.sh[71630]: 02-11 14:44:08| 16   3  79   0   0|5099M  187M  180M 2386M|  82k   22k| 256k  918k|2.00  37.9 |2111  3196 |0.32 1.08 1.25|1.0   0 2.0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:09 ubuntu dstat.sh[71630]: 02-11 14:44:09|  4   2  94   0   0|5099M  187M  180M 2386M|  54k 6540 |   0   144k|   0  18.0 |1810  3043 |0.32 1.08 1.25|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:10 ubuntu dstat.sh[71630]: 02-11 14:44:10|  3   1  94   0   0|5099M  187M  180M 2386M|  37k 5854 |   0   176k|   0  11.0 |1717  2744 |0.30 1.06 1.24|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:11 ubuntu dstat.sh[71630]: 02-11 14:44:11|  5   2  93   0   0|5099M  187M  180M 2386M|  44k   18k|   0    68k|   0  5.00 |1798  2772 |0.30 1.06 1.24|3.0   0 2.0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:44:12 ubuntu dstat.sh[71630]: 02-11 14:44:12|  4   1  93   0   0|5099M  187M  180M 2386M|  43k   13k|   0   168k|   0  23.0 |1894  3173 |0.30 1.06 1.24|1.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:13 ubuntu dstat.sh[71630]: 02-11 14:44:13|  8   3  88   0   1|5099M  187M  180M 2386M| 123k   90k|   0    80k|   0  9.01 |2824  6074 |0.30 1.06 1.24|4.0   0   0|   0     0 |   0     0 | 25  317    0    9    0
Nov 02 14:44:14 ubuntu dstat.sh[71630]: 02-11 14:44:14|  6   1  92   1   0|5099M  187M  180M 2386M|  66k   23k|   0    96k|   0  12.0 |1969  3232 |0.30 1.06 1.24|3.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
Nov 02 14:44:15 ubuntu dstat.sh[71630]: 02-11 14:44:15|  4   2  93   1   0|5099M  187M  180M 2386M|  42k   12k|   0  2339k|   0   391 |2485  3495 |0.27 1.04 1.23|1.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Nov 02 14:44:16 ubuntu dstat.sh[71630]: 02-11 14:44:16|  3   2  95   0   0|5099M  187M  180M 2386M|  47k 2554 |   0     0 |   0     0 |1790  2520 |0.27 1.04 1.23|3.0   0   0|   0     0 |   0     0 | 25  316    0    7    0
