-- Logs begin at Thu 2022-06-30 07:07:20 UTC, end at Thu 2022-06-30 09:06:32 UTC. --
Jun 30 08:26:08 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 30 08:26:08 ubuntu dstat.sh[20946]: [286B blob data]
Jun 30 08:26:08 ubuntu dstat.sh[20946]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Jun 30 08:39:06 ubuntu dstat.sh[20946]: 30-06 08:39:06| 10   1  87   1   0|4081M  160M  165M 3447M|  12k 3871B|   0   560k|   0  15.0 |1584  2538 |1.29 1.49 1.23|5.0   0   0|   0     0 |pip                  203664.8% 646k 752k|pip                  20366 646k 752k4.8%|mysqld       414M|   0     0 |  27  254    0    8    0
Jun 30 08:39:07 ubuntu dstat.sh[20946]: 30-06 08:39:07| 11   2  87   1   0|4081M  159M  165M 3448M| 148k 5436B|   0   476k|   0  15.0 |1550  2351 |1.29 1.49 1.23|6.0   0   0|   0     0 |pip                  203666.0% 477k 919k|pip                  20366 477k 919k6.0%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:08 ubuntu dstat.sh[20946]: 30-06 08:39:08| 18   4  77   0   0|4080M  123M  165M 3484M|  13k 2368B|   0   596k|   0  18.0 |1598  2331 |1.29 1.49 1.23|1.0   0   0|   0     0 |pip                  20366 17%  25M  34M|pip                  20366  25M  34M 17%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:09 ubuntu dstat.sh[20946]: 30-06 08:39:09|  5   1  94   1   0|4080M  123M  165M 3484M|  29k 3121B|   0   636k|   0  27.0 |1409  2331 |1.29 1.49 1.23|1.0   0   0|   0     0 |pip                  203661.5%  15k  16k|python2              20993  54k 451B0.2%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:10 ubuntu dstat.sh[20946]: 30-06 08:39:10|  8   3  89   1   0|4081M  146M  165M 3461M| 941k 7020B|   0  4007k|   0  33.0 |2025  2537 |1.29 1.49 1.23|3.0   0   0|   0     0 |pip                  203664.0%2731k5056k|pip                  203662731k5056k4.0%|mysqld       414M|   0     0 |  27  254    0    8    0
Jun 30 08:39:11 ubuntu dstat.sh[20946]: 30-06 08:39:11|  9   2  89   0   0|4081M  145M  165M 3462M|  11k 3706B|   0   708k|   0  26.0 |1360  2256 |1.19 1.47 1.22|3.0   0   0|   0     0 |pip                  203666.2% 271k 298k|pip                  20366 271k 298k6.2%|mysqld       414M|   0     0 |  27  254    0    8    0
Jun 30 08:39:12 ubuntu dstat.sh[20946]: 30-06 08:39:12| 12   2  86   0   0|4083M  139M  166M 3465M| 513k 7704B|  84k  776k|2.00  15.0 |1946  2421 |1.19 1.47 1.22|2.0   0 2.0|   0     0 |pip                  203668.0%1352k2388k|pip                  203661352k2388k8.0%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:13 ubuntu dstat.sh[20946]: 30-06 08:39:13|  9   1  89   0   0|4084M  138M  166M 3466M|8391B 3865B|   0   848k|   0  10.0 |1266  2091 |1.19 1.47 1.22|6.0   0   0|   0     0 |pip                  203666.0% 990k1219k|pip                  20366 990k1219k6.0%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:14 ubuntu dstat.sh[20946]: 30-06 08:39:14|  9   1  89   0   0|4084M  134M  166M 3469M|  12k 3856B|   0   440k|   0  14.0 |1391  2227 |1.19 1.47 1.22|1.0   0   0|   0     0 |pip                  203665.2%2429k3525k|pip                  203662429k3525k5.2%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:15 ubuntu dstat.sh[20946]: 30-06 08:39:15| 16   2  81   1   0|4087M  131M  166M 3470M|  14k 2437B|   0    14M|   0   358 |2036  2214 |1.19 1.47 1.22|7.0   0   0|   0     0 |pip                  20366 13% 516k 374k|pip                  20366 516k 374k 13%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:16 ubuntu dstat.sh[20946]: 30-06 08:39:16| 13   2  85   0   0|4098M  129M  166M 3462M|9784B 3683B|   0   416k|   0  9.00 |1451  2121 |1.17 1.46 1.22|1.0   0   0|   0     0 |pip                  203668.8%8345k  11M|pip                  203668345k  11M8.8%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:17 ubuntu dstat.sh[20946]: 30-06 08:39:17|  9   2  89   0   0|4098M  125M  166M 3465M|  13k 3863B|   0   476k|   0  13.0 |1417  2186 |1.17 1.46 1.22|1.0   0 1.0|   0     0 |pip                  203665.2%1171k2268k|pip                  203661171k2268k5.2%|mysqld       414M|   0     0 |  27  254    0    8    0
Jun 30 08:39:18 ubuntu dstat.sh[20946]: 30-06 08:39:18|  5   1  93   1   0|4098M  125M  166M 3465M|  11k 3824B|   0   668k|   0  18.0 |1384  2421 |1.17 1.46 1.22|1.0   0   0|   0     0 |pip                  203662.5% 160k 199k|pip                  20366 160k 199k2.5%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:19 ubuntu dstat.sh[20946]: 30-06 08:39:19|  9   1  89   1   0|4099M  124M  166M 3465M|  79k 6487B|   0   844k|   0  32.0 |1369  2327 |1.17 1.46 1.22|1.0   0   0|   0     0 |pip                  203664.8% 179k 204k|pip                  20366 179k 204k4.8%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:20 ubuntu dstat.sh[20946]: 30-06 08:39:20| 13   2  83   2   0|4100M  121M  166M 3467M|  11k 3057B|   0    25M|   0   641 |2663  2205 |1.17 1.46 1.22|3.0   0   0|   0     0 |pip                  20366 10%1447k1766k|pip                  203661447k1766k 10%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:21 ubuntu dstat.sh[20946]: 30-06 08:39:21| 22   4  73   1   0|4099M  127M  167M 3462M|  10k 1686B|   0  1200k|   0  21.0 |1526  2289 |1.32 1.48 1.23|2.0   0   0|   0     0 |pip                  20366 22%5575k9504k|pip                  203665575k9504k 22%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:22 ubuntu dstat.sh[20946]: 30-06 08:39:22| 23   8  67   1   0|4099M  162M  167M 3430M|8119B 1620B|  84k  956k|2.00  13.0 |1904  2260 |1.32 1.48 1.23|6.0   0 2.0|   0     0 |pip                  20366 25%  36M  51M|pip                  20366  36M  51M 25%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:23 ubuntu dstat.sh[20946]: 30-06 08:39:23| 24   6  69   0   0|4099M  147M  168M 3443M|  10k 1620B|   0    88k|   0  11.0 |1667  2273 |1.32 1.48 1.23|2.0   0   0|   0     0 |pip                  20366 25%  18M  23M|pip                  20366  18M  23M 25%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:24 ubuntu dstat.sh[20946]: 30-06 08:39:24| 23   7  70   0   0|4099M  134M  170M 3452M|9852B 1620B|   0  1788k|   0  30.0 |1632  2348 |1.32 1.48 1.23|5.0   0   0|   0     0 |pip                  20366 25%  11M  13M|pip                  20366  11M  13M 25%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:25 ubuntu dstat.sh[20946]: 30-06 08:39:25| 23   8  68   0   0|4100M  157M  172M 3427M|  22k 1620B|8192B 9842k|2.00   123 |1882  2538 |1.32 1.48 1.23|8.0   0   0|   0     0 |pip                  20366 25%  21M  28M|pip                  20366  21M  28M 25%|mysqld       414M|   0     0 |  27  254    0    8    0
Jun 30 08:39:26 ubuntu dstat.sh[20946]: 30-06 08:39:26| 24   5  71   0   0|4100M  138M  173M 3444M|7609B 1512B|   0  1892k|   0  27.0 |1572  2365 |1.29 1.48 1.23|6.0   0   0|   0     0 |pip                  20366 25%  21M  29M|pip                  20366  21M  29M 25%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:27 ubuntu dstat.sh[20946]: 30-06 08:39:27| 23   6  70   0   0|4100M  134M  174M 3447M|  11k 1620B|   0  2471k|   0  31.0 |1630  2392 |1.29 1.48 1.23|3.0   0   0|   0     0 |pip                  20366 25%  23M  31M|pip                  20366  23M  31M 25%|mysqld       414M|   0     0 |  27  254    0    7    0
Jun 30 08:39:28 ubuntu dstat.sh[20946]: 30-06 08:39:28| 18  11  70   1   0|4101M  216M  175M 3362M|  11k 1620B|   0  1804k|   0  39.0 |1696  2475 |1.29 1.48 1.23|6.0   0   0|   0     0 |pip                  20366 25%  10M  12M|pip                  20366  10M  12M 25%|mysqld       414M|   0     0 |  27  254    1    7    0
Jun 30 08:39:29 ubuntu dstat.sh[20946]: 30-06 08:39:29|  4   1  94   1   0|4100M  216M  175M 3362M|  10k 2574B|   0  2076k|   0  25.0 |1414  2117 |1.29 1.48 1.23|8.0   0   0|   0     0 |cinder-volume        9194 0.5%   0    0 |pip                  20366 295k 517B0.5%|mysqld       414M|   0     0 |  27  255    0    7    0
Jun 30 08:39:30 ubuntu dstat.sh[20946]: 30-06 08:39:30|  8   2  90   0   0|4099M  241M  175M 3339M|  17k 2706B|   0   152k|   0  9.00 |1381  2126 |1.29 1.48 1.23|7.0   0   0|   0     0 |pip                  203665.2%  24k  21k|python2              20993  54k 456B  0%|mysqld       414M|   0     0 |  27  252    0    7    3
Jun 30 08:39:31 ubuntu dstat.sh[20946]: 30-06 08:39:31| 24   5  70   1   0|4082M  257M  175M 3340M|9369B 2164B|  36k  948k|2.00  22.0 |1816  2611 |1.27 1.47 1.23|5.0   0  10|   0     0 |pip                  20407 11%6778k 577B|tox                  20324 233M 307M1.2%|mysqld       414M|   0     0 |  27  252    0    7    0
Jun 30 08:39:32 ubuntu dstat.sh[20946]: 30-06 08:39:32| 29   9  61   1   0|4110M  228M  175M 3341M|6271B 1620B|7484k  496k|63.0  14.0 |8037    17k|1.27 1.47 1.23|1.0   0  17|   0     0 |python               20413 19%4084k1093k|swift-object-au      204177489k  37k1.8%|mysqld       414M|   0     0 |  27  252    0    7    0
Jun 30 08:39:33 ubuntu dstat.sh[20946]: 30-06 08:39:33| 28   5  67   0   0|4086M  253M  175M 3340M|  12k 1620B|8660k 1908k|68.0  13.0 |1896  2593 |1.27 1.47 1.23|3.0   0   0|   0     0 |pip                  204079.5%7683k1768k|swift-object-au      24345  16M  38k  0%|mysqld       414M|   0     0 |  27  252    0    7    0
Jun 30 08:39:34 ubuntu dstat.sh[20946]: 30-06 08:39:34| 27   6  67   0   0|4104M  235M  175M 3340M|  10k 1566B|   0   256k|   0  9.00 |7532    15k|1.27 1.47 1.23|1.0   0  11|   0     0 |python               20433 19%6857k 808k|python               204336857k 808k 19%|mysqld       414M|   0     0 |  27  252    0    7    0
Jun 30 08:39:35 ubuntu dstat.sh[20946]: 30-06 08:39:35| 23   6  71   0   0|4047M  292M  175M 3340M|  10k 1674B|   0   468k|   0  19.0 |1814  2441 |1.27 1.47 1.23|4.0   0 4.0|   0     0 |python               204470.8% 500k   0 |tox                  20324  21M2737k  0%|mysqld       414M|   0     0 |  27  252    0    7    0
Jun 30 08:39:36 ubuntu dstat.sh[20946]: 30-06 08:39:36| 24   5  70   1   0|4072M  265M  175M 3341M|  24k 3420B| 256k  208k|11.0  6.00 |1795  2410 |1.25 1.46 1.22|4.0   0 4.0|   0     0 |tempest              20451 15%5969k 461k|tempest              204515969k 461k 15%|mysqld       414M|   0     0 |  27  252    0    7    0
Jun 30 08:39:37 ubuntu dstat.sh[20946]: 30-06 08:39:37| 28   3  69   0   0|4080M  256M  175M 3342M|9120B 1620B|   0  1288k|   0  25.0 |2465  4112 |1.25 1.46 1.22|2.0   0   0|   0     0 |uwsgi                231008.0%7642B  26k|tempest              20451 807k 497k7.5%|mysqld       414M|   0     0 |  27  254    0   24    0
Jun 30 08:39:38 ubuntu dstat.sh[20946]: 30-06 08:39:38| 31   4  64   1   0|4081M  255M  175M 3343M|  19k 1620B|   0   812k|   0  94.0 |3315  5537 |1.25 1.46 1.22|2.0   0   0|   0     0 |python               290117.5% 460B  12k|python2              20993  57k 463B  0%|mysqld       414M|   0     0 |  27  254    0   32    0
Jun 30 08:39:39 ubuntu dstat.sh[20946]: 30-06 08:39:39| 14  19  67   0   0|4033M  303M  175M 3343M|  15k   15k|   0   172k|   0  10.0 |3826  6578 |1.25 1.46 1.22|3.0   0 497|   0     0 |bash                 229182.5% 279M 319M|bash                 22918 279M 319M2.5%|mysqld       414M|   0     0 |  27  254    0   32    0
Jun 30 08:39:40 ubuntu dstat.sh[20946]: 30-06 08:39:40| 12  21  67   0   0|4033M  303M  175M 3343M|  13k   25k|   0   351k|   0  25.0 |3893  7296 |1.25 1.46 1.22|2.0   0 482|   0     0 |bash                 229183.5% 546k  28k|bash                 22918 546k  28k3.5%|mysqld       414M|   0     0 |  27  254    0   32    0
Jun 30 08:39:41 ubuntu dstat.sh[20946]: 30-06 08:39:41| 12  23  65   1   0|4035M  301M  175M 3343M|  14k   20k|   0  5376k|   0   128 |4215  7623 |1.23 1.45 1.22|3.0   0 579|   0     0 |bash                 229182.0% 439k  21k|bash                 22918 439k  21k2.0%|mysqld       414M|   0     0 |  27  254    0   32    0
Jun 30 08:39:42 ubuntu dstat.sh[20946]: 30-06 08:39:42| 19  12  68   2   0|4035M  300M  175M 3343M|  21k   28k| 612k  100k|63.0  8.00 |2984  5581 |1.23 1.45 1.22|  0 1.0 216|   0     0 |generate-subuni      22269 10%3651k   0 |bash                 229188912k  15M1.5%|mysqld       414M|   0     0 |  27  254    0   32    0
Jun 30 08:39:43 ubuntu dstat.sh[20946]: 30-06 08:39:43| 13   4  81   2   0|4014M  320M  175M 3344M|6844B 2109B|1172k  344k|51.0  3.00 |1619  2609 |1.23 1.45 1.22|1.0   0  11|   0     0 |nova-conductor       3782 0.5%   0    0 |bash                 1764   16G9727M  0%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:44 ubuntu dstat.sh[20946]: 30-06 08:39:44| 19   7  72   2   0|4031M  302M  175M 3345M|  10k 1620B| 784k  892k|11.0  5.00 |1731  2718 |1.23 1.45 1.22|1.0   0  12|   0     0 |cinder-rootwrap      222906.0%   0    0 |cinder-volume        9399 5985k4181B1.0%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:45 ubuntu dstat.sh[20946]: 30-06 08:39:45| 12   3  85   0   0|4015M  318M  175M 3345M|  17k 1620B|   0   316k|   0  18.0 |1520  2473 |1.23 1.45 1.22|2.0   0 4.0|   0     0 |cinder-volume        9399 0.5%5985k2868B|cinder-volume        9399 5985k2868B0.5%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:46 ubuntu dstat.sh[20946]: 30-06 08:39:46|  4   1  95   0   0|4015M  318M  175M 3345M|9272B 1606B|   0    24k|   0  3.00 |1300  2260 |1.13 1.43 1.22|1.0   0   0|   0     0 |nova-conductor       5479 0.5%   0    0 |python2              20993  57k 443B  0%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:47 ubuntu dstat.sh[20946]: 30-06 08:39:47|  5   1  94   0   0|4015M  318M  175M 3345M|  11k 1620B|   0    36k|   0  4.00 |1358  2231 |1.13 1.43 1.22|1.0   0   0|   0     0 |nova-scheduler       802  0.5%   0    0 |python2              20993  58k 446B0.2%|mysqld       414M|   0     0 |  27  255    0   33    0
Jun 30 08:39:48 ubuntu dstat.sh[20946]: 30-06 08:39:48|  4   1  94   0   0|4015M  318M  175M 3345M|  12k 1620B|   0   152k|   0  14.0 |1368  2260 |1.13 1.43 1.22|1.0   0   0|   0     0 |nova-conductor       4460 0.5%   0    0 |python2              20993  57k 452B0.2%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:49 ubuntu dstat.sh[20946]: 30-06 08:39:49|  5   1  94   0   0|4015M  318M  175M 3345M|9753B 1620B|   0   108k|   0  14.0 |1320  2372 |1.13 1.43 1.22|1.0   0   0|   0     0 |nova-conductor       3782 0.5%   0    0 |python2              20993  57k 445B0.2%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:50 ubuntu dstat.sh[20946]: 30-06 08:39:50|  3   1  95   0   0|4015M  318M  175M 3345M|8890B 1620B|   0    92k|   0  9.00 |1287  2183 |1.13 1.43 1.22|6.0   0   0|   0     0 |cinder-volume        9194 0.5%   0    0 |python2              20993  57k 443B  0%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:51 ubuntu dstat.sh[20946]: 30-06 08:39:51|  3   1  94   2   0|4015M  318M  175M 3345M|  10k 1620B|   0    14M|   0   562 |2348  2343 |1.04 1.40 1.21|4.0   0   0|   0     0 |nova-conductor       3782 0.5%   0    0 |python2              20993  57k 465B0.2%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:52 ubuntu dstat.sh[20946]: 30-06 08:39:52|  4   2  94   0   0|4015M  318M  175M 3345M|  18k 1566B|   0    32k|   0  3.00 |1536  2404 |1.04 1.40 1.21|3.0   0 2.0|   0     0 |nova-scheduler       802  0.2%   0    0 |python2              20993  57k 446B0.2%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:53 ubuntu dstat.sh[20946]: 30-06 08:39:53|  3   1  95   0   0|4015M  318M  175M 3345M|8605B 1512B|   0    48k|   0  6.00 |1237  2118 |1.04 1.40 1.21|3.0   0   0|   0     0 |swift-object-se      229720.5%   0    0 |python2              20993  57k 447B0.2%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:54 ubuntu dstat.sh[20946]: 30-06 08:39:54|  5   1  95   0   0|4015M  318M  175M 3345M|  12k 1620B|   0    32k|   0  5.00 |1173  2100 |1.04 1.40 1.21|1.0   0   0|   0     0 |nova-scheduler       802  0.5%   0    0 |python2              20993  57k 446B  0%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:55 ubuntu dstat.sh[20946]: 30-06 08:39:55|  3   2  95   0   0|4015M  318M  175M 3345M|  11k 1620B|   0   380k|   0  20.0 |1356  2241 |1.04 1.40 1.21|8.0   0   0|   0     0 |cinder-volume        9194 0.5%   0    0 |python2              20993  58k 446B0.2%|mysqld       414M|   0     0 |  27  255    0   33    0
Jun 30 08:39:56 ubuntu dstat.sh[20946]: 30-06 08:39:56|  4   3  92   1   0|4015M  318M  175M 3345M|7845B 1458B|   0    87M|   0   619 |2119  2189 |0.95 1.38 1.20|2.0   0   0|   0     0 |kworker/u8:2         208702.0%   0    0 |python2              20993  58k 454B0.2%|mysqld       414M|   0     0 |  27  255    0   33    0
Jun 30 08:39:57 ubuntu dstat.sh[20946]: 30-06 08:39:57|  4   1  95   0   0|4015M  318M  175M 3345M|8988B 1566B|   0    32k|   0  5.00 |1278  2203 |0.95 1.38 1.20|1.0   0   0|   0     0 |nova-scheduler       802  0.5%   0    0 |python2              20993  57k 449B0.5%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:58 ubuntu dstat.sh[20946]: 30-06 08:39:58|  4   2  94   0   0|4015M  318M  175M 3345M|9092B 1674B|   0   116k|   0  13.0 |1370  2378 |0.95 1.38 1.20|  0   0   0|   0     0 |nova-conductor       3782 0.5%   0    0 |python2              20993  57k 451B  0%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:39:59 ubuntu dstat.sh[20946]: 30-06 08:39:59|  4   1  88   7   0|4015M  318M  175M 3345M|  10k 1620B|   0    40k|   0  2.00 |1347  2389 |0.95 1.38 1.20|2.0 2.0   0|   0     0 |nova-scheduler       802  0.5%   0    0 |python2              20993  57k 460B  0%|mysqld       414M|   0     0 |  27  255    0   31    0
Jun 30 08:40:00 ubuntu dstat.sh[20946]: 30-06 08:40:00|  4   1  94   1   0|4015M  318M  175M 3345M|  13k 1566B|   0   144k|   0  16.0 |1269  2347 |0.95 1.38 1.20|1.0   0   0|   0     0 |nova-conductor       4460 0.5%   0    0 |python2              20993  57k 452B0.2%|mysqld       414M|   0     0 |  27  255    0   31    0
Jun 30 08:40:01 ubuntu dstat.sh[20946]: 30-06 08:40:01|  4   2  94   0   0|4015M  318M  175M 3345M|7508B 1674B|   0   708k|   0  28.0 |1398  2484 |0.88 1.36 1.20|2.0   0   0|   0     0 |nova-scheduler       802  0.2%   0    0 |python2              20993  57k 455B0.2%|mysqld       414M|   0     0 |  27  255    0   31    0
Jun 30 08:40:02 ubuntu dstat.sh[20946]: 30-06 08:40:02|  6   3  89   2   0|4014M  320M  175M 3345M|6344B 1620B|   0    30M|   0   300 |1869  2884 |0.88 1.36 1.20|1.0   0 2.0|   0     0 |kworker/u8:2         208701.0%   0    0 |python2              20993  57k 460B  0%|mysqld       414M|   0     0 |  27  255    0   31    0
Jun 30 08:40:03 ubuntu dstat.sh[20946]: 30-06 08:40:03|  4   1  95   0   0|4014M  320M  175M 3345M|  11k 1512B|   0    48k|   0  6.00 |1257  2281 |0.88 1.36 1.20|1.0   0   0|   0     0 |nova-conductor       3782 0.5%   0    0 |python2              20993  57k 450B0.2%|mysqld       414M|   0     0 |  27  255    0   31    0
Jun 30 08:40:04 ubuntu dstat.sh[20946]: 30-06 08:40:04|  4   2  94   0   0|4014M  319M  175M 3345M|  19k 1566B|   0    44k|   0  6.00 |1261  2319 |0.88 1.36 1.20|1.0   0   0|   0     0 |mysqld               202180.5%   0    0 |python2              20993  57k 446B0.2%|mysqld       414M|   0     0 |  27  255    0   31    0
Jun 30 08:40:05 ubuntu dstat.sh[20946]: 30-06 08:40:05|  8   2  90   0   0|4014M  320M  175M 3345M|  15k 1620B|   0   336k|   0  16.0 |2163  3855 |0.88 1.36 1.20|2.0   0   0|   0     0 |nova-compute         6015 2.2%   0    0 |python2              20993  57k 448B0.2%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:40:06 ubuntu dstat.sh[20946]: 30-06 08:40:06|  6   1  93   0   0|4014M  319M  175M 3345M|9745B 1620B|   0    36k|   0  3.00 |1464  2574 |0.81 1.33 1.19|1.0   0   0|   0     0 |nova-scheduler       802  0.5%   0    0 |python2              20993  57k 443B  0%|mysqld       414M|   0     0 |  27  255    0   32    0
Jun 30 08:40:07 ubuntu dstat.sh[20946]: 30-06 08:40:07|  5   1  94   0   0|4014M  319M  175M 3345M|  11k 1620B|   0  1732k|   0  81.0 |1586  2442 |0.81 1.33 1.19|2.0   0   0|   0     0 |cinder-backup        8588 0.5%   0    0 |python2              20993  57k 449B0.5%|mysqld       414M|   0     0 |  27  255    0   31    0
Jun 30 08:40:08 ubuntu dstat.sh[20946]: 30-06 08:40:08|  4   2  94   0   0|4013M  320M  175M 3345M|  14k 1662B|   0   156k|   0  15.0 |1435  2426 |0.81 1.33 1.19|1.0   0   0|   0     0 |nova-conductor       3782 0.5%   0    0 |python2              20993  57k 456B0.2%|mysqld       414M|   0     0 |  27  255    0   31    0
